Generation,Transportation,Workload,Delay,Unrecycled
13,475.03,45.08,422.94,0
13,475.03,45.08,422.94,0
13,475.03,45.08,422.94,0
13,475.03,45.08,422.94,0
13,455.05,53.78,553.47,0
13,475.03,45.08,422.94,0
13,475.03,45.08,422.94,0
13,475.03,45.08,422.94,0
13,475.03,45.08,422.94,0
13,455.05,53.78,553.47,0
13,475.03,45.08,422.94,0
13,455.05,53.78,553.47,0
13,475.03,45.08,422.94,0
13,475.03,45.08,422.94,0
13,475.03,45.08,422.94,0
13,474.87,44.94,440.47,0
13,475.03,45.08,422.94,0
13,475.03,45.08,422.94,0
13,474.87,44.94,440.47,0
13,475.03,45.08,422.94,0
13,439.23,49.44,1613.26,0
13,475.03,45.08,422.94,0
13,455.05,53.78,553.47,0
13,455.05,53.78,553.47,0
13,474.87,44.94,440.47,0
13,475.03,45.08,422.94,0
13,452.5,53.01,748.23,0
13,452.5,53.01,748.23,0
13,475.03,45.08,422.94,0
14,455.22,53.92,535.94,0
14,474.87,44.94,440.47,0
14,475.03,45.08,422.94,0
14,475.03,45.08,422.94,0
14,475.03,45.08,422.94,0
14,475.03,45.08,422.94,0
14,475.03,45.08,422.94,0
14,475.03,45.08,422.94,0
14,455.22,53.92,535.94,0
14,475.03,45.08,422.94,0
14,455.05,53.78,553.47,0
14,475.03,45.08,422.94,0
14,474.87,44.94,440.47,0
14,475.03,45.08,422.94,0
14,475.03,45.08,422.94,0
14,475.03,45.08,422.94,0
14,475.03,45.08,422.94,0
14,475.03,45.08,422.94,0
14,475.03,45.08,422.94,0
14,475.03,45.08,422.94,0
14,475.03,45.08,422.94,0
14,475.03,45.08,422.94,0
14,455.05,53.78,553.47,0
14,452.66,53.03,730.69,0
14,447.63,137.06,1593.89,0
14,475.03,45.08,422.94,0
14,475.03,45.08,422.94,0
14,475.03,45.08,422.94,0
14,474.87,44.94,440.47,0
14,475.03,45.08,422.94,0
14,475.03,45.08,422.94,0
14,475.03,45.08,422.94,0
14,475.03,45.08,422.94,0
14,475.03,45.08,422.94,0
14,474.87,44.94,440.47,0
14,475.03,45.08,422.94,0
14,475.03,45.08,422.94,0
14,475.03,45.08,422.94,0
14,475.03,45.08,422.94,0
15,475.03,45.08,422.94,0
15,455.22,53.92,535.94,0
15,475.03,45.08,422.94,0
15,455.22,53.92,535.94,0
15,475.03,45.08,422.94,0
15,475.03,45.08,422.94,0
15,475.03,45.08,422.94,0
15,474.87,44.94,440.47,0
15,477.83,44.89,730.69,0
15,475.03,45.08,422.94,0
15,475.03,45.08,422.94,0
15,475.03,45.08,422.94,0
15,475.03,45.08,422.94,0
15,475.03,45.08,422.94,0
15,474.87,44.94,440.47,0
15,475.03,45.08,422.94,0
15,475.03,45.08,422.94,0
15,455.22,53.92,535.94,0
15,475.03,45.08,422.94,0
15,477.83,44.89,730.69,0
15,475.03,45.08,422.94,0
15,474.87,44.94,440.47,0
15,475.03,45.08,422.94,0
15,475.03,45.08,422.94,0
15,475.03,45.08,422.94,0
15,475.03,45.08,422.94,0
15,497.8,104.43,307.76,0
15,455.22,53.92,535.94,0
15,475.03,45.08,422.94,0
15,474.87,44.94,440.47,0
15,475.03,45.08,422.94,0
15,526.35,96.58,215.57,0
15,475.03,45.08,422.94,0
15,475.03,45.08,422.94,0
15,475.03,45.08,422.94,0
15,475.03,45.08,422.94,0
15,475.03,45.08,422.94,0
15,475.03,45.08,422.94,0
16,475.03,45.08,422.94,0
16,455.22,53.92,535.94,0
16,475.03,45.08,422.94,0
16,477.83,44.89,730.69,0
16,475.03,45.08,422.94,0
16,475.03,45.08,422.94,0
16,475.03,45.08,422.94,0
16,475.03,45.08,422.94,0
16,475.03,45.08,422.94,0
16,475.03,45.08,422.94,0
16,455.22,53.92,535.94,0
16,475.03,45.08,422.94,0
16,475.03,45.08,422.94,0
16,475.03,45.08,422.94,0
16,475.03,45.08,422.94,0
16,475.03,45.08,422.94,0
16,475.03,45.08,422.94,0
16,475.03,45.08,422.94,0
16,475.03,45.08,422.94,0
16,475.03,45.08,422.94,0
16,477.83,44.89,730.69,0
16,434,52.76,943.68,0
16,455.22,53.92,535.94,0
16,475.03,45.08,422.94,0
16,475.03,45.08,422.94,0
16,475.03,45.08,422.94,0
16,475.03,45.08,422.94,0
16,475.03,45.08,422.94,0
16,475.03,45.08,422.94,0
16,475.03,45.08,422.94,0
16,475.03,45.08,422.94,0
16,475.03,45.08,422.94,0
16,475.03,45.08,422.94,0
16,455.22,53.92,535.94,0
16,475.03,45.08,422.94,0
16,475.03,45.08,422.94,0
17,455.22,53.92,535.94,0
17,434,52.76,943.68,0
17,475.03,45.08,422.94,0
17,475.03,45.08,422.94,0
17,475.03,45.08,422.94,0
17,475.03,45.08,422.94,0
17,475.03,45.08,422.94,0
17,475.03,45.08,422.94,0
17,475.03,45.08,422.94,0
17,477.83,44.89,730.69,0
17,490.32,93.2,347.65,0
17,496.55,86.22,416.96,0
17,455.22,53.92,535.94,0
17,475.03,45.08,422.94,0
17,475.03,45.08,422.94,0
17,475.03,45.08,422.94,0
17,475.03,45.08,422.94,0
17,475.03,45.08,422.94,0
17,475.03,45.08,422.94,0
17,475.03,45.08,422.94,0
17,455.22,53.92,535.94,0
17,475.03,45.08,422.94,0
17,475.03,45.08,422.94,0
17,475.03,45.08,422.94,0
17,475.03,45.08,422.94,0
17,475.03,45.08,422.94,0
17,475.03,45.08,422.94,0
17,475.03,45.08,422.94,0
17,475.03,45.08,422.94,0
17,475.03,45.08,422.94,0
17,475.03,45.08,422.94,0
17,475.03,45.08,422.94,0
17,475.03,45.08,422.94,0
17,455.22,53.92,535.94,0
17,453.5,56.74,849.3,0
17,477.83,44.89,730.69,0
17,475.03,45.08,422.94,0
17,475.03,45.08,422.94,0
18,434,52.76,943.68,0
18,475.03,45.08,422.94,0
18,475.03,45.08,422.94,0
18,475.03,45.08,422.94,0
18,434,52.76,943.68,0
18,475.03,45.08,422.94,0
18,475.03,45.08,422.94,0
18,475.03,45.08,422.94,0
18,475.03,45.08,422.94,0
18,475.03,45.08,422.94,0
18,477.83,44.89,730.69,0
18,477.83,44.89,730.69,0
18,455.22,53.92,535.94,0
18,455.22,53.92,535.94,0
18,455.22,53.92,535.94,0
18,475.03,45.08,422.94,0
18,475.03,45.08,422.94,0
18,475.03,45.08,422.94,0
18,475.03,45.08,422.94,0
18,475.03,45.08,422.94,0
18,475.03,45.08,422.94,0
18,455.22,53.92,535.94,0
18,455.22,53.92,535.94,0
18,475.03,45.08,422.94,0
18,477.83,44.89,730.69,0
18,455.22,53.92,535.94,0
18,475.03,45.08,422.94,0
18,475.03,45.08,422.94,0
18,475.03,45.08,422.94,0
18,434,52.76,943.68,0
18,475.03,45.08,422.94,0
18,475.03,45.08,422.94,0
18,455.22,53.92,535.94,0
18,475.03,45.08,422.94,0
18,475.03,45.08,422.94,0
18,475.03,45.08,422.94,0
18,475.03,45.08,422.94,0
18,475.03,45.08,422.94,0
18,475.03,45.08,422.94,0
18,455.22,53.92,535.94,0
18,480.24,43.62,499.78,0
19,455.22,53.92,535.94,0
19,455.22,53.92,535.94,0
19,475.03,45.08,422.94,0
19,455.22,53.92,535.94,0
19,475.03,45.08,422.94,0
19,475.03,45.08,422.94,0
19,475.03,45.08,422.94,0
19,455.22,53.92,535.94,0
19,475.03,45.08,422.94,0
19,434,52.76,943.68,0
19,477.83,44.89,730.69,0
19,475.03,45.08,422.94,0
19,475.03,45.08,422.94,0
19,477.83,44.89,730.69,0
19,455.22,53.92,535.94,0
19,477.83,44.89,730.69,0
19,475.03,45.08,422.94,0
19,455.22,53.92,535.94,0
19,455.22,53.92,535.94,0
19,477.83,44.89,730.69,0
19,475.03,45.08,422.94,0
19,477.83,44.89,730.69,0
19,477.83,44.89,730.69,0
19,477.83,44.89,730.69,0
19,475.03,45.08,422.94,0
19,455.22,53.92,535.94,0
19,475.03,45.08,422.94,0
19,434,52.76,943.68,0
19,475.03,45.08,422.94,0
19,475.03,45.08,422.94,0
19,477.83,44.89,730.69,0
19,475.03,45.08,422.94,0
19,477.83,44.89,730.69,0
19,477.83,44.89,730.69,0
19,455.22,53.92,535.94,0
19,455.22,53.92,535.94,0
19,475.03,45.08,422.94,0
19,455.22,53.92,535.94,0
19,475.03,45.08,422.94,0
20,475.03,45.08,422.94,0
20,475.03,45.08,422.94,0
20,455.22,53.92,535.94,0
20,455.22,53.92,535.94,0
20,455.22,53.92,535.94,0
20,455.22,53.92,535.94,0
20,475.03,45.08,422.94,0
20,455.22,53.92,535.94,0
20,455.22,53.92,535.94,0
20,475.03,45.08,422.94,0
20,432.84,41.39,843.69,0
20,475.03,45.08,422.94,0
20,475.03,45.08,422.94,0
20,455.22,53.92,535.94,0
20,455.22,53.92,535.94,0
20,475.03,45.08,422.94,0
20,455.22,53.92,535.94,0
20,455.22,53.92,535.94,0
20,455.22,53.92,535.94,0
20,455.22,53.92,535.94,0
20,455.22,53.92,535.94,0
20,475.03,45.08,422.94,0
20,455.22,53.92,535.94,0
20,477.83,44.89,730.69,0
20,455.22,53.92,535.94,0
20,475.03,45.08,422.94,0
20,455.22,53.92,535.94,0
20,455.22,53.92,535.94,0
20,477.83,44.89,730.69,0
20,475.03,45.08,422.94,0
20,475.03,45.08,422.94,0
20,475.03,45.08,422.94,0
20,475.03,45.08,422.94,0
20,477.83,44.89,730.69,0
20,475.03,45.08,422.94,0
20,455.22,53.92,535.94,0
20,455.22,53.92,535.94,0
21,455.22,53.92,535.94,0
21,432.84,41.39,843.69,0
21,475.03,45.08,422.94,0
21,432.84,41.39,843.69,0
21,455.22,53.92,535.94,0
21,432.84,41.39,843.69,0
21,455.22,53.92,535.94,0
21,475.03,45.08,422.94,0
21,475.03,45.08,422.94,0
21,455.22,53.92,535.94,0
21,475.03,45.08,422.94,0
21,455.22,53.92,535.94,0
21,455.22,53.92,535.94,0
21,475.03,45.08,422.94,0
21,475.03,45.08,422.94,0
21,475.03,45.08,422.94,0
21,475.03,45.08,422.94,0
21,455.22,53.92,535.94,0
21,432.84,41.39,843.69,0
21,475.03,45.08,422.94,0
21,432.84,41.39,843.69,0
21,475.03,45.08,422.94,0
21,475.03,45.08,422.94,0
21,455.22,53.92,535.94,0
21,432.84,41.39,843.69,0
21,455.22,53.92,535.94,0
21,455.22,53.92,535.94,0
21,475.03,45.08,422.94,0
21,455.22,53.92,535.94,0
21,455.22,53.92,535.94,0
21,455.22,53.92,535.94,0
21,475.03,45.08,422.94,0
21,455.22,53.92,535.94,0
21,455.22,53.92,535.94,0
21,455.22,53.92,535.94,0
21,475.03,45.08,422.94,0
21,455.22,53.92,535.94,0
21,455.22,53.92,535.94,0
21,476.81,44.53,497.5,0
21,455.22,53.92,535.94,0
21,432.84,41.39,843.69,0
21,455.22,53.92,535.94,0
21,455.22,53.92,535.94,0
22,455.22,53.92,535.94,0
22,455.22,53.92,535.94,0
22,475.03,45.08,422.94,0
22,432.84,41.39,843.69,0
22,455.22,53.92,535.94,0
22,475.03,45.08,422.94,0
22,455.22,53.92,535.94,0
22,455.22,53.92,535.94,0
22,475.03,45.08,422.94,0
22,475.03,45.08,422.94,0
22,475.03,45.08,422.94,0
22,455.22,53.92,535.94,0
22,475.03,45.08,422.94,0
22,455.22,53.92,535.94,0
22,455.22,53.92,535.94,0
22,475.03,45.08,422.94,0
22,475.03,45.08,422.94,0
22,475.03,45.08,422.94,0
22,475.03,45.08,422.94,0
22,475.03,45.08,422.94,0
22,432.84,41.39,843.69,0
22,455.22,53.92,535.94,0
22,455.22,53.92,535.94,0
22,455.22,53.92,535.94,0
22,455.22,53.92,535.94,0
22,505.67,41.11,497.18,0
22,475.03,45.08,422.94,0
22,455.22,53.92,535.94,0
22,484.95,44.08,587.79,0
22,455.22,53.92,535.94,0
22,475.03,45.08,422.94,0
22,455.22,53.92,535.94,0
22,455.22,53.92,535.94,0
22,473.31,48.59,736.3,0
22,455.22,53.92,535.94,0
22,475.03,45.08,422.94,0
22,455.22,53.92,535.94,0
22,475.03,45.08,422.94,0
22,455.22,53.92,535.94,0
22,432.84,41.39,843.69,0
22,475.03,45.08,422.94,0
22,475.03,45.08,422.94,0
23,455.22,53.92,535.94,0
23,475.03,45.08,422.94,0
23,475.03,45.08,422.94,0
23,475.03,45.08,422.94,0
23,484.95,44.08,540.3,0
23,475.03,45.08,422.94,0
23,475.03,45.08,422.94,0
23,475.03,45.08,422.94,0
23,475.03,45.08,422.94,0
23,455.22,53.92,535.94,0
23,475.03,45.08,422.94,0
23,455.22,53.92,535.94,0
23,455.22,53.92,535.94,0
23,455.22,53.92,535.94,0
23,455.22,53.92,535.94,0
23,455.22,53.92,535.94,0
23,475.03,45.08,422.94,0
23,475.03,45.08,422.94,0
23,455.22,53.92,535.94,0
23,455.22,53.92,535.94,0
23,455.22,53.92,535.94,0
23,475.03,45.08,422.94,0
23,455.22,53.92,535.94,0
23,432.84,41.39,843.69,0
23,455.22,53.92,535.94,0
23,455.22,53.92,535.94,0
23,455.22,53.92,535.94,0
23,432.84,41.39,843.69,0
23,476.81,44.53,497.5,0
24,455.22,53.92,535.94,0
24,455.22,53.92,535.94,0
24,455.22,53.92,535.94,0
24,455.22,53.92,535.94,0
24,455.22,53.92,535.94,0
24,475.03,45.08,422.94,0
24,475.03,45.08,422.94,0
24,475.03,45.08,422.94,0
24,475.03,45.08,422.94,0
24,484.95,44.08,540.3,0
24,484.95,44.08,540.3,0
24,475.03,45.08,422.94,0
24,455.22,53.92,535.94,0
24,455.22,53.92,535.94,0
24,455.22,53.92,535.94,0
24,455.22,53.92,535.94,0
24,455.22,53.92,535.94,0
24,455.22,53.92,535.94,0
24,455.22,53.92,535.94,0
24,455.22,53.92,535.94,0
24,455.22,53.92,535.94,0
24,455.22,53.92,535.94,0
24,475.03,45.08,422.94,0
24,455.22,53.92,535.94,0
24,455.22,53.92,535.94,0
24,475.03,45.08,422.94,0
24,455.22,53.92,535.94,0
24,455.22,53.92,535.94,0
24,475.03,45.08,422.94,0
24,455.22,53.92,535.94,0
24,455.22,53.92,535.94,0
24,516.43,39.43,59.31,0
24,475.03,45.08,422.94,0
24,455.22,53.92,535.94,0
24,455.22,53.92,535.94,0
24,455.22,53.92,535.94,0
24,432.84,41.39,843.69,0
24,475.03,45.08,422.94,0
24,455.22,53.92,535.94,0
24,475.03,45.08,422.94,0
24,455.22,53.92,535.94,0
25,427.07,38.73,983.59,0
25,455.22,53.92,535.94,0
25,455.22,53.92,535.94,0
25,455.22,53.92,535.94,0
25,484.95,44.08,540.3,0
25,475.03,45.08,422.94,0
25,455.22,53.92,535.94,0
25,477.83,44.89,730.69,0
25,475.03,45.08,422.94,0
25,455.22,53.92,535.94,0
25,484.95,44.08,540.3,0
25,484.95,44.08,540.3,0
25,455.22,53.92,535.94,0
25,455.22,53.92,535.94,0
25,455.22,53.92,535.94,0
25,455.22,53.92,535.94,0
25,455.22,53.92,535.94,0
25,455.22,53.92,535.94,0
25,455.22,53.92,535.94,0
25,455.22,53.92,535.94,0
25,475.03,45.08,422.94,0
25,455.22,53.92,535.94,0
25,475.03,45.08,422.94,0
25,475.03,45.08,422.94,0
25,455.22,53.92,535.94,0
25,455.22,53.92,535.94,0
25,475.03,45.08,422.94,0
25,484.95,44.08,540.3,0
25,455.22,53.92,535.94,0
25,455.22,53.92,535.94,0
25,475.03,45.08,422.94,0
25,455.22,53.92,535.94,0
25,455.22,53.92,535.94,0
25,455.22,53.92,535.94,0
25,455.22,53.92,535.94,0
25,455.22,53.92,535.94,0
25,455.22,53.92,535.94,0
25,455.22,53.92,535.94,0
26,455.22,53.92,535.94,0
26,484.95,44.08,540.3,0
26,432.84,41.39,843.69,0
26,455.22,53.92,535.94,0
26,455.22,53.92,535.94,0
26,455.22,53.92,535.94,0
26,477.83,44.89,730.69,0
26,455.22,53.92,535.94,0
26,455.22,53.92,535.94,0
26,465.97,48.59,568.49,0
26,455.22,53.92,535.94,0
26,455.22,53.92,535.94,0
26,475.03,45.08,422.94,0
26,455.22,53.92,535.94,0
26,455.22,53.92,535.94,0
26,455.22,53.92,535.94,0
26,455.22,53.92,535.94,0
26,455.22,53.92,535.94,0
26,455.22,53.92,535.94,0
26,432.84,41.39,843.69,0
26,477.83,44.89,730.69,0
26,455.22,53.92,535.94,0
26,477.83,44.89,730.69,0
26,455.22,53.92,535.94,0
27,450.2,27.38,978.69,0
27,455.22,53.92,535.94,0
27,455.22,53.92,535.94,0
27,455.22,53.92,535.94,0
27,455.22,53.92,535.94,0
27,484.95,44.08,540.3,0
27,455.22,53.92,535.94,0
27,432.84,41.39,843.69,0
27,455.22,53.92,535.94,0
27,420.64,64.6,1934.91,0
27,484.95,44.08,540.3,0
27,455.22,53.92,535.94,0
27,455.22,53.92,535.94,0
27,484.95,44.08,540.3,0
27,455.22,53.92,535.94,0
27,484.95,44.08,540.3,0
27,475.03,45.08,422.94,0
27,455.22,53.92,535.94,0
27,455.22,53.92,535.94,0
27,455.22,53.92,535.94,0
27,484.95,44.08,540.3,0
27,455.22,53.92,535.94,0
27,432.84,41.39,843.69,0
27,455.22,53.92,535.94,0
27,455.22,53.92,535.94,0
27,484.95,44.08,540.3,0
27,484.95,44.08,540.3,0
27,484.95,44.08,540.3,0
27,455.22,53.92,535.94,0
27,484.95,44.08,540.3,0
27,455.22,53.92,535.94,0
27,484.95,44.08,540.3,0
27,455.22,53.92,535.94,0
